,ID,NAME,ISO,Year,COORDS,BASIN,SUBBASIN,NATURE,ISO_TIME,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,PRES_CALC_mean,STORM_SPD_mean,STORM_DR_mean,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,Total damage ('000$),CPI,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,Total Affected,pop_max_34,pop_max_50,pop_max_64,Numeric
40,43,VAL,FJI,1975,"[[-16.77, 178.74]]",SP,SP,TS,['1975-01-25 03:00:00'],0,0,0,-1,985.0,10.0,9.0,83.69,,,,,,,1000.0,21.05030752,1.0,0.130066976,2240.8,62.94,0.530211189,2635.853796,1440000.013,62.913000000000004,0.0,31.56135742,4.4,63.278999999999996,Low_Middle,23000,489481.53125,341691.03125,9956.6328125,242.0
41,44,GERVAISE,MUS,1975,"[[-20.11, 57.48]]",SI,SI,TS,['1975-02-06 15:00:00'],0,0,0,-1,951.0,12.0,202.0,97.19,,,,,,,200000.0,21.05030752,0.10000000199999999,0.11098654699999999,2212.0,66.3,,2404.941914,5509999.9403760005,64.39053659,0.0,439.408867,3.8393182,56.556999999999995,Low_Middle,826258,,,,
42,45,INES,MDG,1975,"[[-17.0, 49.3], [-16.96, 48.99], [-17.0, 48.7], [-17.21, 48.37], [-17.5, 48.1], [-17.79, 47.99], [-18.1, 47.9], [-18.44, 47.69], [-18.7, 47.4], [-18.87, 47.0], [-18.8, 46.7], [-18.37, 46.65], [-17.8, 46.9], [-17.36, 47.45], [-17.0, 48.2], [-16.71, 48.95], [-16.6, 49.7]]",SI,SI,TS,"['1975-03-12 06:00:00', '1975-03-12 09:00:00', '1975-03-12 12:00:00', '1975-03-12 15:00:00', '1975-03-12 18:00:00', '1975-03-12 21:00:00', '1975-03-13 00:00:00', '1975-03-13 03:00:00', '1975-03-13 06:00:00', '1975-03-13 09:00:00', '1975-03-13 12:00:00', '1975-03-13 15:00:00', '1975-03-13 18:00:00', '1975-03-13 21:00:00', '1975-03-14 00:00:00', '1975-03-14 03:00:00', '1975-03-14 06:00:00']",0,0,0,-1,970.0,9.294117647,177.1176471,80.99,,,,,,,,21.05030752,7.599999905,0.303863433,1759.0,67.51,1.258691634,766.7841466,3159999.9366,47.093999999999994,0.0,12.99313203,2.4,83.666,Low_Middle,10050,15869669.0,5944152.5,3509180.5,450.0
43,46,PHYLLIS,JPN,1975,"[[34.36, 131.44], [42.06, 140.37]]",WP,WP,ET,"['1975-08-17 09:00:00', '1975-08-19 21:00:00']",12,11,1,-1,990.875,15.5,205.5,96.6,14018344.0,1890000000000.0,2569942.0,368000000000.0,6925.0,1240219724.0,505000.0,21.05030752,852.9000243999999,0.044175451,5933.3,99.96,3.091575916,21765.669159999998,0.0,75.05731707,0.0,305.4297408000001,3.4,24.284000000000002,High,175,23964288.0,1385707.75,349810.0,392.0
44,47,FRAN,JPN,1976,"[[33.21, 130.09]]",WP,WP,TS,['1976-09-12 18:00:00'],0,0,0,0,966.5,18.0,27.0,115.4,18360945.0,2380000000000.0,7666467.0,967000000000.0,49122.0,5903094527.0,800000.0,22.25960139,1030.800049,0.043637105,5276.2,97.4,3.974984091,22464.086209999998,0.0,75.45682927,0.0,307.6971351,3.6,24.055999999999997,High,325107,23337020.0,4541729.5,614828.4375,392.0
45,48,LIZA,MEX,1976,"[[26.96, -109.32], [27.6, -109.15], [28.14, -108.94]]",EP,EP,ET,"['1976-10-01 15:00:00', '1976-10-01 18:00:00', '1976-10-01 21:00:00']",6,5,1,-4,948.0,12.66666667,16.0,118.79,,,,,,,100000.0,22.25960139,87.09999847,0.289604274,1729.8,43.6,4.417444135,6571.23112,10580000.2812,64.467,0.0,31.50399444,3.0032392000000003,36.509,High_Middle,276400,5652835.5,481954.28125,163991.109375,484.0
46,49,EMILIE,MDG,1977,"[[-20.58, 48.08], [-20.65, 47.47], [-20.69, 46.82], [-20.72, 46.17], [-20.74, 45.52], [-20.76, 44.87], [-20.78, 44.19]]",SI,SI,TS,"['1977-02-02 06:00:00', '1977-02-02 09:00:00', '1977-02-02 12:00:00', '1977-02-02 15:00:00', '1977-02-02 18:00:00', '1977-02-02 21:00:00', '1977-02-03 00:00:00']",18,0,18,-1,958.0,12.0,266.4285714,54.0,,,,,,,350000.0,23.706851,6.599999905,0.30544509999999997,1695.8,63.21,2.3640003590000003,718.7648677,4789999.9318,47.926,0.0,13.75342023,3.6,82.816,Low_Middle,30000,14202040.0,1531000.75,494600.65625,450.0
47,50,SARAH,VNM,1977,"[[20.82, 106.5], [20.92, 105.91], [20.78, 105.5], [20.85, 104.85], [20.9, 104.06], [21.0, 103.0]]",WP,WP,TS,"['1977-07-21 09:00:00', '1977-07-21 12:00:00', '1977-07-21 15:00:00', '1977-07-21 18:00:00', '1977-07-21 21:00:00', '1977-07-22 00:00:00']",15,0,15,-1,988.0555556,14.33333333,274.0,70.2,,,,,,,,23.706851,,0.11757497800000001,1873.6,26.56,,377.50828110000003,33049999.2097,64.547,0.0,156.2602906,2.3,81.02199999999998,Low,1000,38239316.0,16747180.0,10186770.0,704.0
48,51,VERA,TWN,1977,"[[24.72, 121.37]]",WP,WP,TS,['1977-07-31 12:00:00'],0,0,0,3,948.3333332999997,11.0,269.0,119.3,17626892.0,3740000000000.0,14469044.0,2890000000000.0,3325029.0,850000000000.0,250000.0,23.706851,60.0,0.10251681300000001,2486.9,23.21,7.569999999,280.0438307,0.0,65.278,0.0,100.49316970000001,1.7,82.48,Low_Middle,11528,20156916.0,13183396.0,1401925.75,158.0
49,52,ANITA,MEX,1977,"[[23.7, -98.0], [23.41, -98.53], [23.1, -99.2], [22.79, -100.04], [22.5, -101.0], [22.24, -102.0]]",NAm,GM,TS,"['1977-09-02 12:00:00', '1977-09-02 15:00:00', '1977-09-02 18:00:00', '1977-09-02 21:00:00', '1977-09-03 00:00:00', '1977-09-03 03:00:00']",15,0,15,0,977.8333332999997,15.83333333,247.3333333,127.4,5807391.0,116000000000.0,800268.0,17962727413.0,50590.0,2138951784.0,,23.706851,92.30000305,0.282838038,1779.4,47.46,3.390639707,6618.139039,12760000.08316,65.009,0.0,32.34131691,3.0032392000000003,35.785,High_Middle,50000,19658888.0,1261820.0,119240.421875,484.0
50,53,CARMEN,KOR,1978,"[[34.51, 126.59], [35.18, 127.13], [35.9, 127.87], [36.62, 128.74]]",WP,WP,MX,"['1978-08-20 00:00:00', '1978-08-20 03:00:00', '1978-08-20 06:00:00', '1978-08-20 09:00:00']",9,1,8,-1,993.75,18.5,38.25,58.4,1184303.0,222000000000.0,0.0,0.0,0.0,0.0,19000.0,25.51591532,493.3999938999999,0.056236025,5667.6,60.07,10.77449137,3573.221447,8479999.8394,65.19756098,0.0,383.25922660000003,2.3806545,46.766999999999996,Low,4000,47132712.0,2724315.0,920356.1875,410.0
51,54,IRMA,JPN,1978,"[[34.35, 131.86], [34.64, 133.01], [34.88, 134.07], [35.09, 135.06], [35.24, 135.9]]",WP,WP,TS,"['1978-09-15 09:00:00', '1978-09-15 12:00:00', '1978-09-15 15:00:00', '1978-09-15 18:00:00', '1978-09-15 21:00:00']",12,11,1,-1,993.4666667,17.2,75.0,74.9,17145255.0,2220000000000.0,1147051.0,160000000000.0,0.0,0.0,,25.51591532,1356.099976,0.042629115,5897.0,106.35,5.271941503,24229.62294,0.0,76.03829268,0.0,313.58624449999996,3.6,23.94,High,3100,59580844.0,31779296.0,2900004.75,392.0
52,55,GRETA,BLZ,1978,"[[17.0, -88.2], [17.05, -88.8]]",NAm,GM,TS,"['1978-09-19 00:00:00', '1978-09-19 03:00:00']",3,0,3,1,964.0,11.5,275.5,118.3,322834.0,2988083083.0,224064.0,2025181336.0,63132.0,684453372.0,6000.0,25.51591532,,0.309430432,1851.9,38.15,7.920807179,1889.823444,299999.99514,68.874,0.0,6.092284086,4.1825905,50.305,Low_Middle,6000,349830.09375,349830.09375,45528.265625,84.0
53,56,GRETA,HND,1978,"[[15.8, -84.3]]",NAm,GM,TS,['1978-09-18 06:00:00'],0,0,0,4,947.0,12.0,292.0,124.6,2298697.0,17012947971.0,174240.0,1996310517.0,37554.0,415190109.0,1000.0,25.51591532,3.400000095,0.43492153899999997,952.2,57.68,5.966211808,1591.755569,4120000.0045,58.08,0.0,30.90620252,3.0,66.248,Low_Middle,7500,5999713.5,2845912.25,16793.0859375,340.0
54,57,NINA,PHL,1978,"[[14.99, 121.53], [14.86, 120.96], [14.75, 120.48]]",WP,WP,TS,"['1978-10-09 18:00:00', '1978-10-09 21:00:00', '1978-10-10 00:00:00']",6,0,6,0,981.6666667000003,9.666666667000001,257.3333333,71.6,43629236.0,397000000000.0,1437296.0,19565792168.0,0.0,0.0,,25.51591532,121.90000149999999,0.114856696,1509.9,50.45,5.172103287,1605.673535,10389999.6875,63.361999999999995,0.0,150.37892140000002,2.2,63.365,Low_Middle,50000,50587884.0,43084664.0,10410432.0,608.0
55,58,ANGELE,MDG,1978,"[[-21.49, 43.84], [-21.74, 44.31], [-21.98, 44.75], [-22.2, 45.2], [-22.34, 45.66], [-22.61, 46.22], [-22.91, 46.79], [-23.2, 47.3], [-23.41, 47.68]]",SI,SI,TS,"['1978-12-26 09:00:00', '1978-12-26 12:00:00', '1978-12-26 15:00:00', '1978-12-26 18:00:00', '1978-12-26 21:00:00', '1978-12-27 00:00:00', '1978-12-27 03:00:00', '1978-12-27 06:00:00', '1978-12-27 09:00:00']",0,0,0,-1,965.8888889,10.0,118.3333333,81.0,,,,,,,29000.0,25.51591532,6.1999998089999995,0.30375866100000004,1621.2,69.73,-2.661805965,679.9063411000002,3980000.0492,48.317,0.0,14.15245383,4.1,82.37799999999999,Low_Middle,18000,,,,
56,59,ANGELE,MOZ,1978,"[[-16.28, 39.69], [-16.32, 39.38], [-16.39, 39.11], [-16.5, 38.83], [-16.63, 38.52], [-16.78, 38.22], [-16.91, 37.96], [-17.06, 37.72], [-17.25, 37.44], [-17.46, 37.22], [-17.68, 37.13], [-17.73, 37.2], [-17.67, 37.14], [-17.64, 36.98], [-17.8, 36.89], [-17.99, 36.83], [-18.2, 36.8]]",SI,SI,TS,"['1978-12-19 03:00:00', '1978-12-19 06:00:00', '1978-12-19 09:00:00', '1978-12-19 12:00:00', '1978-12-19 15:00:00', '1978-12-19 18:00:00', '1978-12-19 21:00:00', '1978-12-20 00:00:00', '1978-12-20 03:00:00', '1978-12-20 06:00:00', '1978-12-20 09:00:00', '1978-12-20 15:00:00', '1978-12-20 18:00:00', '1978-12-20 21:00:00', '1978-12-21 00:00:00', '1978-12-21 03:00:00', '1978-12-21 06:00:00']",3,0,3,-1,968.7058824,4.764705882,227.8823529,81.0,,,,,,,,25.51591532,7.1999998089999995,0.25993542,710.4,55.47,,237.83228480000002,18100000.3813,43.39100000000001,0.0,14.04054528,1.8,87.803,Low,105000,,,,
57,62,CECIL,PHL,1979,"[[11.1, 124.9], [11.43, 124.39], [13.59, 122.32], [13.8, 122.43], [13.99, 122.55], [14.19, 122.69]]",WP,WP,TS,"['1979-04-15 15:00:00', '1979-04-15 18:00:00', '1979-04-17 09:00:00', '1979-04-17 12:00:00', '1979-04-17 15:00:00', '1979-04-17 18:00:00']",3,3,0,0,979.1111111,7.333333333,121.6666667,108.0,42282629.0,389000000000.0,6752632.0,69374045043.0,1059757.0,10631408860.0,10000.0,28.3875989,106.6999969,0.11284759,1581.3,52.45,5.639675746,1650.5328140000001,16119999.90355,63.503,0.0,154.5422075,2.0,63.003,Low_Middle,524549,62871384.0,7162480.5,1741638.0,608.0
58,63,JUDY,KOR,1979,"[[33.28, 126.3]]",WP,WP,TS,['1979-08-26 00:00:00'],0,0,0,-1,990.0,12.0,55.0,110.69,,,,,,,40000.0,28.3875989,666.2000122000002,0.055123008,5727.9,62.67,8.625632389,3823.0021829999996,9969999.685610002,65.54634146,0.0,389.11710550000004,2.6,45.019,Low,35000,15840022.0,2326967.75,0.0,410.0
59,64,DAVID,HTI,1979,"[[19.3, -72.0]]",NAm,NAm,TS,['1979-09-01 06:00:00'],0,0,0,3,978.0,17.0,283.0,97.3,8981553.0,19652328811.0,3682430.0,8623311035.0,39330.0,95016647.0,,28.3875989,1.899999976,0.141299561,964.6,96.44,7.560421401,1166.2791220000001,10590000.0629,50.635,0.0,200.297061,1.0710335,79.487,Low_Middle,1110,9843221.0,3176073.5,669040.125,332.0
60,65,WALLY,FJI,1980,"[[-17.93, 177.6]]",SP,SP,TS,['1980-04-05 06:00:00'],0,0,0,0,997.0,12.0,185.0,40.5,,,,,,,2256.0,32.23389323,2.799999952,0.141663794,1925.6,85.25,-1.603456934,2927.888838,1939999.9675,63.997,0.0,34.77323481,4.9184882000000005,62.231,Low,35250,750225.8125,356145.0625,162824.421875,242.0
61,66,JOE,CHN,1980,"[[20.32, 110.22]]",WP,WP,TS,['1980-07-22 12:00:00'],0,0,0,1,965.3333332999997,18.0,283.0,103.2,23115655.0,543000000000.0,5700164.0,119000000000.0,413638.0,11179076636.0,,32.23389323,120.90000149999999,0.09801423699999999,2937.3,27.16,7.80669145,347.1200879,43260000.3548,66.844,0.0,104.51734880000001,1.7,80.642,Low_Middle,100,44874564.0,11605300.0,385019.0625,156.0
62,67,JOE,PHL,1980,"[[16.96, 122.18], [17.03, 121.36], [17.13, 120.53]]",WP,WP,TS,"['1980-07-20 18:00:00', '1980-07-20 21:00:00', '1980-07-21 00:00:00']",6,0,6,1,958.3333332999997,16.0,281.0,108.9,18752814.0,164000000000.0,5172626.0,51339161195.0,259805.0,3126264949.0,15400.0,32.23389323,149.8000031,0.110393774,1606.4,54.72,5.1489112939999995,1688.686392,19449999.809,63.677,0.0,158.82799409999996,1.7,62.544,Low_Middle,600000,33287478.0,15664684.0,560121.1875,608.0
63,68,JOE,VNM,1980,"[[20.93, 106.79], [20.87, 106.17], [20.77, 105.47], [20.66, 104.67]]",WP,WP,TS,"['1980-07-23 00:00:00', '1980-07-23 03:00:00', '1980-07-23 06:00:00', '1980-07-23 09:00:00']",9,1,8,-1,984.6666667000003,13.5,264.5,88.4,8120331.0,58569609423.0,466261.0,5941832770.0,0.0,0.0,,32.23389323,,0.10942885,2016.1,31.31,,377.50828110000003,52209999.2057,67.542,0.0,166.7696273,2.3,80.753,Low_Middle,6624710,38205520.0,25229952.0,5251176.0,704.0
64,69,KIM,PHL,1980,"[[16.8, 122.4], [17.08, 121.97], [17.37, 121.54], [17.67, 120.98]]",WP,WP,TS,"['1980-07-25 00:00:00', '1980-07-25 03:00:00', '1980-07-25 06:00:00', '1980-07-25 09:00:00']",9,1,8,0,949.25,11.0,302.0,119.6,13728771.0,109000000000.0,8728252.0,58925923123.0,835651.0,7256491754.0,,32.23389323,149.8000031,0.110393774,1606.4,54.72,5.1489112939999995,1688.686392,19449999.809,63.677,0.0,158.82799409999996,1.7,62.544,Low_Middle,190000,29721092.0,6046956.5,929932.8125,608.0
65,70,ORCHID,JPN,1980,"[[31.52, 130.92], [32.76, 131.16], [34.27, 131.46]]",WP,WP,TS,"['1980-09-11 00:00:00', '1980-09-11 03:00:00', '1980-09-11 06:00:00']",6,0,6,0,966.0,26.33333333,11.33333333,70.19,,,,,,,,32.23389323,1870.699951,0.041735884,4843.2,104.32,2.817591208,25854.57502,0.0,76.09170732,0.0,318.8151788,3.5,23.825,High,17033,20968488.0,20255630.0,541432.0,392.0
66,71,RUTH,VNM,1980,"[[19.56, 105.52], [19.33, 104.92], [19.07, 104.25]]",WP,WP,TS,"['1980-09-16 00:00:00', '1980-09-16 03:00:00', '1980-09-16 06:00:00']",6,0,6,0,985.8888889,13.0,249.6666667,86.0,33736932.0,196000000000.0,8787894.0,49848843748.0,0.0,0.0,,32.23389323,,0.10942885,2016.1,31.31,,377.50828110000003,52209999.2057,67.542,0.0,166.7696273,2.3,80.753,Low_Middle,9027174,35502192.0,4919157.0,754111.4375,704.0
67,72,ARTHUR,FJI,1981,"[[-17.93, 177.39]]",SP,SP,TS,['1981-01-14 09:00:00'],0,0,0,1,965.0,9.0,155.0,96.0,740251.0,2793033002.0,410697.0,1599117169.0,0.0,0.0,,35.56517152,3.099999905,0.145924632,2069.5,93.73,6.329990548,3038.078575,3109999.9543,64.217,0.0,35.63333333,5.5,62.081,Low_Middle,4700,748601.0625,740286.6875,115430.6484375,242.0
68,73,THAD,JPN,1981,"[[36.01, 140.06], [37.83, 140.53], [39.86, 140.67]]",WP,WP,TS,"['1981-08-22 21:00:00', '1981-08-23 00:00:00', '1981-08-23 03:00:00']",6,0,6,0,964.5555556,38.33333333,8.0,105.2,56143225.0,6660000000000.0,20190977.0,2620000000000.0,1985673.0,283000000000.0,,35.56517152,2111.5,0.041318169,5206.9,104.8,4.209336465,26744.556119999997,0.0,76.41439024,0.011180563000000001,321.0917031,3.6,23.726999999999997,High,20100,69412304.0,60108068.0,2315772.25,392.0
69,74,MAMIE,PHL,1982,"[[8.32, 126.3], [8.37, 125.41], [8.42, 124.51], [8.44, 123.59], [9.64, 118.42]]",WP,WP,TS,"['1982-03-19 12:00:00', '1982-03-19 15:00:00', '1982-03-19 18:00:00', '1982-03-19 21:00:00', '1982-03-21 00:00:00']",12,0,12,0,995.6,16.4,277.8,95.7,17076818.0,173000000000.0,3336078.0,33274613485.0,0.0,0.0,,37.74582208,181.1000061,0.104750635,1822.6,57.42,3.619327606,1713.264475,32499999.5832,64.067,0.0,167.76859850000002,1.7,60.657,Low_Middle,16000,30643092.0,5272915.0,1254654.0,608.0
70,75,BESS,JPN,1982,"[[36.07, 137.04], [37.37, 136.81], [42.01, 143.13]]",WP,WP,TS,"['1982-08-01 18:00:00', '1982-08-01 21:00:00', '1982-08-03 21:00:00']",3,2,1,0,985.0,24.0,263.0,101.2,26303509.0,3190000000000.0,5181839.0,693000000000.0,180649.0,25718048645.0,137000.0,37.74582208,2221.899902,0.040962777,5308.4,108.54,3.3124567369999998,27443.60965,0.0,76.92292683,0.016557802,323.4543965,3.6,23.616999999999997,High,3150,66964368.0,57480108.0,145101.765625,392.0
71,76,FAYE,PHL,1982,"[[11.06, 125.22], [11.14, 124.82], [11.37, 124.4], [15.92, 119.78]]",WP,WP,TS,"['1982-08-19 18:00:00', '1982-08-19 21:00:00', '1982-08-20 00:00:00', '1982-08-24 18:00:00']",0,0,0,-1,996.125,9.75,217.25,105.5,52574374.0,440000000000.0,12096268.0,103000000000.0,679635.0,8675681269.0,6500.0,37.74582208,181.1000061,0.104750635,1822.6,57.42,3.619327606,1713.264475,32499999.5832,64.067,0.0,167.76859850000002,1.7,60.657,Low_Middle,25967,68582608.0,17926068.0,1295516.125,608.0
72,77,ELLIS,JPN,1982,"[[31.93, 131.54], [32.68, 131.69], [34.63, 131.89]]",WP,WP,TS,"['1982-08-26 18:00:00', '1982-08-26 21:00:00', '1982-08-27 03:00:00']",9,0,9,0,960.6666667000003,18.0,6.666666667,86.8,16693400.0,2310000000000.0,3360670.0,470000000000.0,0.0,0.0,18000.0,37.74582208,2221.899902,0.040962777,5308.4,108.54,3.3124567369999998,27443.60965,0.0,76.92292683,0.016557802,323.4543965,3.6,23.616999999999997,High,5000,21612550.0,16550914.0,523291.3125,392.0
73,78,JUDY,JPN,1982,"[[34.69, 137.89], [35.88, 138.59], [37.55, 139.52], [39.38, 140.41], [40.69, 141.26], [43.26, 143.05]]",WP,WP,MX,"['1982-09-12 09:00:00', '1982-09-12 12:00:00', '1982-09-12 15:00:00', '1982-09-12 18:00:00', '1982-09-12 21:00:00', '1982-09-13 03:00:00']",18,0,18,0,981.2222222,31.16666667,24.5,98.5,33034972.0,4060000000000.0,6990545.0,906000000000.0,439477.0,43230880787.0,57000.0,37.74582208,2221.899902,0.040962777,5308.4,108.54,3.3124567369999998,27443.60965,0.0,76.92292683,0.016557802,323.4543965,3.6,23.616999999999997,High,102,96122792.0,66310168.0,1161131.0,392.0
74,79,PAUL,MEX,1982,"[[23.42, -109.45]]",EP,EP,TS,['1982-09-29 21:00:00'],0,0,0,2,980.0,18.0,10.0,110.4,3006072.0,47594255260.0,1162246.0,17984885680.0,30493.0,804545915.0,82400.0,37.74582208,110.59999850000001,0.250426922,2415.5,58.61,-0.5208080420000001,8253.446209,7999999.9397,67.493,0.0,36.55374572,3.7,32.604,Low,50000,7251844.5,8911.51171875,4658.45458984375,484.0
75,80,NANCY,VNM,1982,"[[19.0, 105.6], [19.0, 105.44], [18.97, 105.24], [18.94, 105.06], [18.96, 104.92], [19.0, 104.75], [19.0, 104.5], [19.0, 104.29], [19.0, 104.0]]",WP,WP,TS,"['1982-10-18 06:00:00', '1982-10-18 09:00:00', '1982-10-18 12:00:00', '1982-10-18 15:00:00', '1982-10-18 18:00:00', '1982-10-18 21:00:00', '1982-10-19 00:00:00', '1982-10-19 03:00:00', '1982-10-19 06:00:00']",0,0,0,-1,989.5555556,4.222222222,270.44444439999995,116.0,,,,,,,,37.74582208,,0.10349506,2433.6,36.82,,377.50828110000003,23019999.9809,68.203,0.0,174.5500814,2.3,80.628,Low,1300290,35831648.0,4589725.5,1525137.25,704.0
76,81,GEORGIA,VNM,1983,"[[20.36, 106.39], [20.41, 105.83], [20.43, 105.31], [20.4, 104.84]]",WP,WP,TS,"['1983-10-01 03:00:00', '1983-10-01 06:00:00', '1983-10-01 09:00:00', '1983-10-01 12:00:00']",9,4,5,0,996.5,9.5,267.75,77.1,33205488.0,199000000000.0,8155982.0,44648136204.0,0.0,0.0,,38.9583793,,0.100604687,2539.4,38.0,,377.50828110000003,26200000.044,68.439,0.0,178.6487573,2.3,80.565,Low,336544,38178904.0,21470590.0,3176290.0,704.0
77,82,DOMOINA,MOZ,1984,"[[-23.63, 35.27], [-23.84, 34.98], [-24.0, 34.72], [-24.15, 34.45], [-24.33, 34.12], [-24.52, 33.75], [-24.72, 33.37], [-24.96, 33.03], [-25.24, 32.78], [-25.55, 32.62], [-25.84, 32.54], [-26.05, 32.4]]",SI,SI,MX,"['1984-01-28 09:00:00', '1984-01-28 12:00:00', '1984-01-28 15:00:00', '1984-01-28 18:00:00', '1984-01-28 21:00:00', '1984-01-29 00:00:00', '1984-01-29 03:00:00', '1984-01-29 06:00:00', '1984-01-29 09:00:00', '1984-01-29 12:00:00', '1984-01-29 15:00:00', '1984-01-29 18:00:00']",9,9,0,0,986.0,6.583333333,225.1666667,67.0,5121698.0,1376765860.0,313304.0,56708787.0,0.0,0.0,75000.0,40.63380386,12.39999962,0.24532854899999998,510.0,52.81,-6.49999988,168.6639758,35190000.7722,43.637,0.0,16.06871487,1.8,82.82799999999997,Low,350000,5313782.0,4877875.5,3099080.5,508.0
78,83,DOMOINA,SWZ,1984,"[[-26.35, 32.28], [-26.66, 32.21], [-26.93, 32.17], [-27.15, 32.15]]",SI,SI,ET,"['1984-01-29 21:00:00', '1984-01-30 00:00:00', '1984-01-30 03:00:00', '1984-01-30 06:00:00']",9,0,9,-1,991.0,5.0,190.5,54.0,,,,,,,54152.0,40.63380386,0.10000000199999999,0.25028175199999997,1802.8,84.18,6.161755087,1784.3043280000006,3690000.0867,58.978,0.0,39.2580814,4.506346099999999,82.103,Low_Middle,632500,1369448.25,872621.0625,12952.869140625,748.0
79,84,KAMISY,MDG,1984,"[[-12.35, 49.17], [-15.66, 46.53], [-15.93, 46.8], [-16.35, 47.36], [-16.83, 48.07], [-17.32, 48.81], [-17.7, 49.43]]",SI,SI,TS,"['1984-04-09 06:00:00', '1984-04-12 03:00:00', '1984-04-12 06:00:00', '1984-04-12 09:00:00', '1984-04-12 12:00:00', '1984-04-12 15:00:00', '1984-04-12 18:00:00']",12,10,2,0,987.4285714,12.28571429,147.0,118.6,4961072.0,1486092471.0,1570538.0,468246828.0,203183.0,40078022.0,250000.0,40.63380386,22.10000038,0.267869777,1742.6,76.23,1.704678841,576.4847716,9720000.0575,49.63399999999999,0.0,16.81891529,2.9,79.566,Low,100215,12977177.0,3675816.75,868876.125,450.0
80,85,AGNES,VNM,1984,"[[14.2, 108.94], [14.29, 108.38], [14.41, 107.78]]",WP,WP,TS,"['1984-11-07 12:00:00', '1984-11-07 15:00:00', '1984-11-07 18:00:00']",6,6,0,0,984.1111111,12.0,282.6666667,113.9,8623554.0,61748553836.0,3454571.0,24306319460.0,700371.0,4469343939.0,,40.63380386,,0.097794385,2645.8,40.31,,377.50828110000003,21310000.33,68.688,0.0,182.8400842,2.3,80.502,Low,650705,15818623.0,6844431.5,754559.5,704.0
81,86,IRMA,JPN,1985,"[[36.48, 140.45]]",WP,WP,TS,['1985-06-30 21:00:00'],0,0,0,0,970.0,43.0,41.0,106.3,49712948.0,5660000000000.0,19062821.0,2150000000000.0,1197852.0,188000000000.0,,42.07452677,3071.399902,0.039998675,5847.2,115.12,5.233380947,30646.87862,0.0,77.65048780000002,0.050704164,331.195831,4.3,23.288,High,30000,92963816.0,72134208.0,850866.875,392.0
82,87,PAT,JPN,1985,"[[31.99, 130.18], [33.12, 130.14], [42.38, 143.12]]",WP,WP,TS,"['1985-08-30 21:00:00', '1985-08-31 00:00:00', '1985-09-01 09:00:00']",12,0,12,2,977.5,25.66666667,149.33333330000005,124.5,15774189.0,2080000000000.0,11644107.0,1460000000000.0,5470880.0,636000000000.0,99500.0,42.07452677,3071.399902,0.039998675,5847.2,115.12,5.233380947,30646.87862,0.0,77.65048780000002,0.050704164,331.195831,4.3,23.288,High,200,23056182.0,12110128.0,531626.5,392.0
83,88,ELENA,USA,1985,"[[30.4, -89.2], [30.69, -89.8], [31.0, -90.4], [31.46, -91.13], [31.9, -91.8], [32.16, -92.34], [32.4, -92.8], [32.74, -93.3], [33.2, -93.7], [33.8, -93.92], [34.5, -94.0], [35.21, -94.02], [35.9, -93.9], [36.48, -93.6], [37.0, -93.2], [37.52, -92.88], [38.0, -92.5], [38.42, -91.99]]",NAm,NAm,TS,"['1985-09-02 13:00:00', '1985-09-02 15:00:00', '1985-09-02 18:00:00', '1985-09-02 21:00:00', '1985-09-03 00:00:00', '1985-09-03 03:00:00', '1985-09-03 06:00:00', '1985-09-03 09:00:00', '1985-09-03 12:00:00', '1985-09-03 15:00:00', '1985-09-03 18:00:00', '1985-09-03 21:00:00', '1985-09-04 00:00:00', '1985-09-04 03:00:00', '1985-09-04 06:00:00', '1985-09-04 09:00:00', '1985-09-04 12:00:00', '1985-09-04 15:00:00']",2,2,0,-1,1000.888889,12.77777778,203.7222222,103.6,11551236.0,2450000000000.0,2107525.0,475000000000.0,131719.0,34408091180.0,1100000.0,42.07452677,9672.200195,0.789180579,4763.3,77.88,4.1696559539999996,32118.759430000002,0.0,74.56341463,0.14146081,25.97718518,6.1,25.506,High,1000000,30268896.0,14579956.0,760649.4375,840.0
84,89,CECIL,VNM,1985,"[[17.08, 106.72], [17.13, 106.02]]",WP,WP,TS,"['1985-10-16 00:00:00', '1985-10-16 03:00:00']",3,0,3,1,972.6666667000003,13.0,276.0,117.4,8784280.0,51345847314.0,3246545.0,19146537824.0,820736.0,5225224397.0,,42.07452677,,0.09222171400000001,2691.8,40.76,3.805855668,382.9688846,33760000.233,68.972,0.0,187.0924483,2.3,80.439,Low,450257,12049666.0,8165493.0,254915.59375,704.0
