Year;Country Code;Country Name;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population)
1971;BHS;Bahamas, The;;0.040255565;990.7;47.13;1.626508741;24941.40554;109999.9994;66.031;0;17.37152847;3.3;32.571
1972;BHS;Bahamas, The;;0.03935547;991;51.83;-3.497335933;23530.94659;289999.9917;66.209;0;17.76883117;3.3;31.912
1973;BHS;Bahamas, The;;0.038563881;1000;67.36;7.567568824;24802.55289;410000.0058;66.397;0;18.13356643;3.3;31.262
1974;BHS;Bahamas, The;;0.03781331;1000;71.04;-16.75422907;20245.22126;439999.9957;66.593;0;18.49350649;3.3;30.619
1975;BHS;Bahamas, The;1.600000024;0.037057428;1009.9;70.85;-14.80312631;16903.50499;529999.9807;66.785;0;18.87072927;3.3;29.983
1976;BHS;Bahamas, The;1.899999976;0.036286539;1021.2;79.23;5.185184972;17410.11392;450000.0068;66.962;0;19.27162837;3.3;29.353
1977;BHS;Bahamas, The;1.899999976;0.035514787;1030.6;67.84;9.154929219;18599.81512;310000.0117;67.118;0;19.69040959;3.3;28.734
1978;BHS;Bahamas, The;2.099999905;0.034743247;1158.7;63.49;14.17952014;20775.81347;369999.9973;67.253;0;20.12767233;3.3;28.121
1979;BHS;Bahamas, The;3;0.033983222;1142.9;60.41;26.13929577;25633.18566;509999.9904;67.372;0;20.57782218;3.3412;27.516
1980;BHS;Bahamas, The;3;0.033239787;1141.3;59.84;6.495281921;26700.94494;1059999.991;67.488;0;21.03806194;3.3824;26.898
1981;BHS;Bahamas, The;3.5;0.032508847;1142.9;69.88;-9.22640508;23704.42912;1119999.989;67.615;0;21.51108891;3.4236;26.157
1982;BHS;Bahamas, The;0.200000003;0.031791592;1165.4;66.39;6.698897756;24734.32991;719999.969;67.769;0;21.9964036;3.4648;25.429
1983;BHS;Bahamas, The;0.300000012;0.031099501;1250;63.86;3.597051868;25066.21027;579999.9833;67.962;0;22.48591409;3.506;24.715
1984;BHS;Bahamas, The;0.200000003;0.030444975;1333.3;67.19;14.17114862;28016.07271;940000.0125;68.196;0;22.96933067;3.5472;24.013
1985;BHS;Bahamas, The;0.200000003;0.034103795;1344.3;66.74;4.829180114;28786.21622;559999.9912;68.474;0;23.43436563;3.5884;23.326
1986;BHS;Bahamas, The;0.300000012;0.033470423;1344.3;64.56;1.797000227;28759.28281;599999.9941;68.793;0;23.87782218;3.6296;22.653
1987;BHS;Bahamas, The;0.300000012;0.032885136;1363.6;67.96;2.984519345;29099.69578;300000.0008;69.139;0;24.3027972;3.6708;21.993
1988;BHS;Bahamas, The;0.300000012;0.032329633;1400;69.09;2.309707661;29268.90126;389999.9894;69.496;0;24.72037962;3.712;21.346
1989;BHS;Bahamas, The;0.300000012;0.031779703;1400;73.35;6.727329799;30706.55712;549999.997;69.854;0;25.14815185;3.7532;20.716
1990;BHS;Bahamas, The;0.300000012;0.031222802;1500;72.91;-1.596249086;29686.89784;569999.9928;70.199;0.750127818;25.5967033;3.7944;20.162
1991;BHS;Bahamas, The;0.300000012;0.030650402;1666.7;65.31;-4.181784781;27923.97163;740000.0095;70.518;0.773922638;26.07472527;3.8356;19.933
1992;BHS;Bahamas, The;0.300000012;0.030071909;1666.7;65.19;-3.82558197;26348.84556;439999.9865;70.807;0.977337057;26.57632368;3.8356;19.707
1993;BHS;Bahamas, The;0.400000006;0.029512781;1600;64.82;0.307806291;25938.53555;509999.9719;71.061;0.885752336;27.07982018;3.8356;19.482
1994;BHS;Bahamas, The;0.400000006;0.021751267;1793.1;62.48;3.14891562;26291.97935;410000.0151;71.276;0.844741538;27.55704296;3.8356;19.26
1995;BHS;Bahamas, The;0.400000006;0.021414499;1793.1;79.65;4.37875209;27018.34496;790000.0215;71.451;1.463324101;27.99040959;3.8356;19.039
1996;BHS;Bahamas, The;0.400000006;0.021128397;1793.1;90.62;4.223530425;27783.25708;340000.0036;71.589;1.742388495;28.36943057;3.8356;18.82
1997;BHS;Bahamas, The;0.5;0.020879878;1740;85.3;2.062239634;28022.67923;640000.0044;71.698;2.1575874;28.70709291;3.8356;18.604
1998;BHS;Bahamas, The;1.100000024;0.020647151;1984.2;106.06;4.716482216;29017.29104;549999.997;71.786;2.777729983;29.03066933;3.8356;18.389
1999;BHS;Bahamas, The;1.5;0.02040386;2165.7;109.49;7.144114758;30723.97524;650000.0134;71.858;5.410763716;29.37682318;3.8356;18.176
2000;BHS;Bahamas, The;1.598;0.023485913;2476.2;84.86;4.149243017;31570.52817;330000.0131;71.914;10.57671338;29.77532468;3.8356;17.993
2001;BHS;Bahamas, The;1.764;0.023131473;3000;88.52;2.625684058;31910.50956;420000.0074;71.954;20.01037612;30.23156843;3.8356;17.951
2002;BHS;Bahamas, The;1.637;0.022752389;3050;86.7;2.704561615;32236.44879;539999.9898;71.977;39.57583046;30.73526474;3.8356;17.908
2003;BHS;Bahamas, The;1.644;0.022355004;3400;94.76;-1.264720771;31272.83812;540000.0215;71.986;39.03439158;31.28161838;3.8356;17.866
2004;BHS;Bahamas, The;0.59;0.021950868;3550;99.14;0.88283993;30978.58232;300000.0119;71.988;58.32878637;31.85754246;3.8356;17.824
2005;BHS;Bahamas, The;0.571;0.02154781;3600;98.77;3.395355597;31442.27887;0;71.987;70.11380322;32.45344655;3.8356;17.782
2006;BHS;Bahamas, The;0.561;0.021145928;3800;102.09;2.516849119;31632.45349;0;71.988;76.42349856;33.07022977;3.8356;17.74
2007;BHS;Bahamas, The;0.568;0.020747564;4000;105.53;1.446544635;31485.49374;0;71.998;110.8509762;33.70519481;3.8356;17.698
2008;BHS;Bahamas, The;0.586;0.020367725;4761.9;106.17;-2.323966973;30190.75104;0;72.022;104.180912;34.33376623;3.8356;17.657
2009;BHS;Bahamas, The;0.489;0.025743413;6000;103.5;-4.175260401;28440.07222;0;72.067;102.6338371;34.92547453;3.8356;17.615
2010;BHS;Bahamas, The;0.073942936;0.025356255;7533.3;123;1.538777407;28443.40766;0;72.144;120.6892957;35.45874126;3.8356;17.573
2011;BHS;Bahamas, The;0.092123115;0.022248364;7308.5;127.36;0.612897452;28248.84978;0;72.263;83.09462759;35.92177822;3.8356;17.524
2012;BHS;Bahamas, The;0.120103571;0.022003168;7340.4;127.24;3.086879177;28799.92141;0;72.424;82.51188171;36.32207792;3.8356;17.468
2013;BHS;Bahamas, The;0.145272;0.021788391;7413.2;128.71;-2.952095607;27676.89741;0;72.62;78.16564035;36.68011988;3.8356;17.404
2014;BHS;Bahamas, The;0.176256;0.021584694;7895.6;129.26;0.736540805;27620.09553;0;72.847;84.94710401;37.02627373;3.8356;17.332
2015;BHS;Bahamas, The;0.17273088;0.021378599;8234.5;129.89;0.5975763;27519.84808;0;73.088;83.15606912;37.38321678;3.8356;17.254
2016;BHS;Bahamas, The;0.17480365;0.021167885;8526.1;130.89;0.446254968;27370.20254;0;73.329;95.30865504;37.75534466;3.8356;17.168
2017;BHS;Bahamas, The;0.173580024;0.021490041;8817.8;129.592696;0.066664463;27113.67537;0;73.554;92.60913413;38.13796204;3.8356;17.075
2018;BHS;Bahamas, The;0.160852303;0.021331242;8356.781098;130.1834595;1.565759936;27261.21448;0;73.19586845;98.95082681;38.52547453;3.8356;16.975
2019;BHS;Bahamas, The;;0.021237202;8589.398891;130.5732595;0.483006415;27287.94625;0;73.37546782;93.03039481;37.93223488;3.8356;17.1234134
1960;BLZ;Belize;;0.380135793;596.4;14.06;4.892277219;1057.002735;0;59.981;0;4.151819377;4.2;45.972
1961;BLZ;Belize;;0.380135793;596.4;14.06;4.892277219;1077.818736;0;60.531;0;4.151819377;4.2;46.28
1962;BLZ;Belize;;0.369670582;598.8;12.01;4.89265218;1099.428328;0;61.092;0;4.269355546;4.2;46.59
1963;BLZ;Belize;;0.369394194;694.8;13.16;4.956434195;1121.894296;0;61.663;0;4.391231916;4.2;46.899
1964;BLZ;Belize;;0.358982817;697.3;15.92;4.99987991;1144.786078;0;62.241;0;4.518588338;4.2;47.21
1965;BLZ;Belize;;0.348665178;742;17.05;4.930540961;1166.705284;0;62.823;0;4.652301622;4.2;47.519
1966;BLZ;Belize;;0.347517536;550.9;19.7;4.770845113;1186.281857;0;63.402;0;4.793818501;4.2;47.83
1967;BLZ;Belize;;0.337202286;1027.9;21.83;4.913123162;1207.623317;0;63.971;0;4.940464708;4.2;48.14
1968;BLZ;Belize;;0.327414032;1176.3;24.5;7.367225457;1258.954396;0;64.525;0;5.088163086;4.2;48.451
1969;BLZ;Belize;;0.32701386;1272.7;22.11;5.106374791;1287.736239;99999.99777;65.058;0;5.228452433;4.2;48.762
1970;BLZ;Belize;;0.319195954;1628.7;23.53;4.807693364;1317.380702;169999.9981;65.566;0;5.356510302;4.2;49.037
1971;BLZ;Belize;;0.320530799;1529.1;25.26;3.959441082;1340.887178;129999.999;66.047;0;5.470977641;4.1825905;49.195
1972;BLZ;Belize;;0.314589068;1414.9;26.41;10.21830384;1450.506976;169999.9962;66.504;0;5.574309513;4.1825905;49.354
1973;BLZ;Belize;;0.317106749;1860.7;28.83;5.351894111;1502.796459;230000.0061;66.939;0;5.668303376;4.1825905;49.512
1974;BLZ;Belize;;0.312245349;1313.2;31.51;13.55998517;1680.412806;240000.0096;67.354;0;5.756554143;4.1825905;49.671
1975;BLZ;Belize;;0.315173345;1054.7;29.23;3.592824442;1715.274878;409999.9945;67.751;0;5.842174485;4.1825905;49.829
1976;BLZ;Belize;;0.310772714;1450.4;27.72;-0.034020943;1690.74982;390000.0118;68.135;0;5.924901359;4.1825905;49.988
1977;BLZ;Belize;;0.313893816;1592.2;34.16;6.496594287;1776.379627;339999.9999;68.509;0;6.005655414;4.1825905;50.146
1978;BLZ;Belize;;0.309430432;1851.9;38.15;7.920807179;1889.823444;299999.9951;68.874;0;6.092284086;4.1825905;50.305
1979;BLZ;Belize;;0.304306288;1711.2;35.25;7.517021513;1998.23407;460000.0047;69.229;0;6.194870671;4.1825905;50.463
1980;BLZ;Belize;;0.31216399;1988.6;40.67;13.43668176;2221.916287;449999.9918;69.577;0;6.31981587;4.1825905;50.626
1981;BLZ;Belize;;0.311724923;2071.5;40.37;1.133770823;2195.165649;500000.013;69.921;0;6.469355546;4.1825905;50.817
1982;BLZ;Belize;;0.303630363;2030.5;42.91;-0.107710429;2135.860765;699999.9899;70.257;0;6.641823762;4.1825905;51.008
1983;BLZ;Belize;;0.295208635;1865.2;41.28;-2.14317997;2032.113192;759999.996;70.575;0;6.83130206;4.1825905;51.199
1984;BLZ;Belize;;0.286877834;1526;41.47;1.972065025;2013.710548;649999.9948;70.865;0;7.029679965;4.1825905;51.39
1985;BLZ;Belize;;0.260730895;1515.9;40.9;1.012513914;1977.684929;1050000.019;71.11;0;7.23020605;4.6;51.581
1986;BLZ;Belize;;0.259482921;1753;42.56;4.539456957;2010.802448;739999.9836;71.294;0;7.433932486;3.9619687;51.772
1987;BLZ;Belize;;0.281092244;1706.6;47.25;10.73530413;2165.968761;869999.9899;71.405;0;7.642262166;4.249448;51.963
1988;BLZ;Belize;;0.279285922;1686.6;45.49;9.787711442;2315.432784;1120000.012;71.437;0;7.848662867;4.249448;52.154
1989;BLZ;Belize;;0.283426628;1612.4;46.62;13.00922113;2553.314585;999999.9981;71.386;0;8.043358176;4.249448;52.345
1990;BLZ;Belize;;0.277256441;2013.8;53.14;11.44338873;2783.553864;1380000.012;71.242;0;8.222358615;4.5369273;52.535
1991;BLZ;Belize;;0.282533171;2485.1;50.09;11.46403642;3044.610775;1700000.02;70.996;0;8.37913196;4.4;52.729
1992;BLZ;Belize;;0.288178506;2289.7;61.06;12.05944536;3355.661324;3549999.945;70.662;0;8.519245945;4.2;52.941
1993;BLZ;Belize;;0.303609922;2185.3;65.11;6.275691918;3506.737155;4489999.898;70.268;0.202406615;8.663831653;4.4;53.152
1994;BLZ;Belize;;0.297500992;1898.1;62.25;0.15836329;3441.619799;4630000.032;69.845;0.412534708;8.841736081;5.2;53.363
1995;BLZ;Belize;;0.299570455;1917.7;67.08;0.644238365;3375.374233;3090000.031;69.439;0.747476602;9.073345024;5.4;53.575
1996;BLZ;Belize;;0.294855474;2504.9;71.9;1.428210257;3316.21019;2270000.022;69.1;1.022165643;9.367119684;4.9;53.786
1997;BLZ;Belize;;0.288834732;2394.2;79.36;3.544671149;3311.087053;2030000.024;68.858;1.148118061;9.714160456;4.8;53.997
1998;BLZ;Belize;;0.277965984;2458.5;73.5;3.740646544;3305.687426;1879999.958;68.734;1.535327739;10.09399386;5.1650204;54.207
1999;BLZ;Belize;;0.267795873;2805.4;79.77;8.778999567;3464.328551;2230000.034;68.734;2.757879057;10.4773345;5.1425102;54.418
2000;BLZ;Belize;;0.25877929;2418.3;90.74;13.01957737;3783.540517;1310000.006;68.847;6.797808463;10.84239369;5.12;54.602
2001;BLZ;Belize;;0.254839001;3100;88.86;5.015584881;3852.610809;1789999.969;69.04;15.35110933;11.18206927;5.01;54.619
2002;BLZ;Belize;;0.266790661;2448.9;84.8;5.119885055;3936.951479;1359999.947;69.272;19.7154487;11.50276195;5.055;54.636
2003;BLZ;Belize;;0.259812564;2851.8;88.71;9.327951335;4191.609328;919999.9813;69.511;22.41922613;11.81170539;5.1;54.653
2004;BLZ;Belize;;0.253160895;2365.7;99.24;4.648087296;4274.138256;729999.9782;69.749;27.12438156;12.12205173;5.1;54.67
2005;BLZ;Belize;;0.246652572;2869.5;101.45;2.578008809;4271.612591;1240000.026;69.998;33.82663848;12.44191144;5.328571429;54.687
2006;BLZ;Belize;;0.240278173;2672.3;99.31;4.58160037;4351.869006;610000.0069;70.286;40.50403496;12.77198597;5.557142857;54.704
2007;BLZ;Belize;;0.234094139;2939.5;97.79;1.105586127;4286.740407;990000.0096;70.636;39.56659142;13.10938185;5.785714286;54.721
2008;BLZ;Belize;;0.228144565;2427.2;93.73;3.228855669;4312.686455;789999.9954;71.059;52.15775871;13.45124945;6.014285714;54.738
2009;BLZ;Belize;;0.232000127;2686.5;93.93;0.670801477;4233.549926;1150000.028;71.541;51.4159953;13.79460763;6.242857143;54.755
2010;BLZ;Belize;0.069925233;0.232584102;3223.4;96.19;3.383471706;4270.799647;2320000.032;72.057;60.22408703;14.13695747;6.471428571;54.772
2011;BLZ;Belize;0.07508273;0.227109621;3155.5;86.88;2.162606822;4260.461751;1870000.005;72.57;67.34769272;14.47772907;6.7;54.772
2012;BLZ;Belize;0.06083485;0.230769231;3451.1;104.65;2.937812628;4284.899461;957613.9812;73.044;51.01272189;14.81806225;6.545;54.754
2013;BLZ;Belize;1.19620662;0.225619369;3615.6;98.26;0.851934628;4224.967251;1819656.022;73.452;50.50836672;15.1562911;6.39;54.718
2014;BLZ;Belize;3.00429486;0.220734309;3594.6;101.37;3.692371465;4286.113;1514752.969;73.782;48.75964298;15.49171416;6.39;54.665
2015;BLZ;Belize;2.463420011;0.21610659;2897.8;99.55;3.431950484;4340.267536;1612761.885;74.034;58.72170181;15.82345463;6.39;54.594
2016;BLZ;Belize;2.689022193;0.211726384;3164.6;94.19;-0.58802365;4227.291321;2817366.041;74.219;60.51248643;16.15081105;6.39;54.505
2017;BLZ;Belize;3.746059438;0.218707838;4229.1;99.41627963;1.437288946;4203.959118;2293037.586;74.365;63.72026431;16.47387111;6.39;54.399
2018;BLZ;Belize;3.782451911;0.215194905;3274.25527;97.5833579;3.035403657;4248.999055;1319906.311;74.10044529;85.52696498;16.79399386;6.39;54.276
2019;BLZ;Belize;;0.213179382;3573.158501;95.83305564;1.225003764;4237.753834;0;74.2422395;64.521093;16.29671839;6.39;54.45131674
1960;BRA;Brazil;;0.297639621;1346.3;15.69;10.27591155;3417.352442;0;54.143;0;8.890894745;3.5992819;53.861
1961;BRA;Brazil;;0.297639621;1346.3;15.69;10.27591155;3660.391499;0;54.634;0;8.890894745;3.5992819;52.878
1962;BRA;Brazil;;0.313666742;1381.5;16.23;5.21605942;3740.43328;0;55.13;0;9.154468339;3.5992819;51.901
1963;BRA;Brazil;;0.330063768;1322.4;16.76;0.874672592;3664.977598;0;55.627;0;9.424663502;3.5992819;50.922
1964;BRA;Brazil;;0.333067821;1256.4;17.61;3.485582304;3685.492892;0;56.121;0;9.698876903;3.5992819;49.941
1965;BRA;Brazil;;0.335838005;1428.3;19.64;3.053487894;3692.845789;0;56.61;0;9.975129634;3.5992819;48.963
1966;BRA;Brazil;;0.338403532;1321.3;19.13;4.150360233;3741.855636;0;57.091;0;10.25305929;3.5992819;47.984
1967;BRA;Brazil;;0.340770405;1402.2;20.59;4.915265675;3821.461063;0;57.563;0;10.53294321;3.5992819;47.007
1968;BRA;Brazil;;0.354032903;1350.5;21.27;11.42728238;4147.381727;2970000.029;58.025;0;10.8142576;3.5992819;46.03
1969;BRA;Brazil;;0.355808138;1302.8;21.97;9.73582689;4435.37903;5060000.121;58.475;0;11.09656144;3.5992819;45.06
1970;BRA;Brazil;164.1000061;0.367982321;1408.8;23.42;8.769947472;4704.317561;5950000.048;58.911;0;11.37971666;3.5992819;44.091
1971;BRA;Brazil;180.1999969;0.37955367;1290.8;23.91;11.29508684;5108.403386;6560000.122;59.332;0;11.66323129;3.5992819;43.106
1972;BRA;Brazil;254.3000031;0.380535097;1299.7;25.4;12.05280225;5587.886256;7009999.931;59.739;0;11.94756046;3.5992819;42.121
1973;BRA;Brazil;316.7000122;0.38138267;1411.7;25.38;13.97869165;6219.514016;8709999.799;60.132;0;12.23471933;3;41.145
1974;BRA;Brazil;407.1000061;0.391571853;1455.8;26.77;9.042120313;6623.415508;11769999.74;60.513;0;12.52745204;3.5992819;40.174
1975;BRA;Brazil;460.5;0.391731828;1358.8;28.07;5.209075901;6805.298288;15230000.38;60.884;0;12.82775893;3.5992819;39.211
1976;BRA;Brazil;471.6000061;0.391653453;1444.6;30.95;9.790410161;7296.347484;12679999.95;61.243;0;13.13580988;2.9;38.255
1977;BRA;Brazil;499.2999878;0.391370661;1452.5;32.33;4.606318061;7453.590172;9789999.954;61.595;0;13.45100609;3;37.311
1978;BRA;Brazil;571.2999878;0.38220604;1210.1;31.58;3.231709563;7514.289263;11020000.37;61.942;0;13.77353729;3.2;36.375
1979;BRA;Brazil;570.5;0.380900961;1301.3;33.06;6.766284965;7835.070313;18380000;62.286;0;14.10342624;3.2;35.449
1980;BRA;Brazil;588.2000122;0.372843693;1575.7;37.41;9.110960155;8349.48782;19329999.62;62.63;0;14.44029521;3.5;34.532
1981;BRA;Brazil;644.9000244;0.369020631;1611.1;38.19;-4.3933572;7796.854344;18790000.08;62.976;0;14.78442895;4;33.63
1982;BRA;Brazil;734.7000122;0.371546454;1544.8;40.16;0.580245553;7660.578573;15590000.39;63.326;0;15.13474457;4.3;32.738
1983;BRA;Brazil;692.0999756;0.363077859;1614.6;40.11;-3.409793474;7230.716108;13800000.15;63.68;0;15.48775433;3.1;31.858
1984;BRA;Brazil;831.7000122;0.355784337;1677.3;43.15;5.26914315;7442.972411;15770000.06;64.039;0;15.83887899;2.8;30.99
1985;BRA;Brazil;909.2000122;0.349660482;1827.8;46.25;7.945861749;7862.703519;21529999.85;64.406;0;16.18471095;3.4;30.138
1986;BRA;Brazil;1014.400024;0.354792455;1664.7;45.1;7.988295105;8316.516809;15220000.03;64.782;0;16.52388115;4.1;29.297
1987;BRA;Brazil;1013.700012;0.351333928;1882.1;49.04;3.599629467;8445.712012;38139998.91;65.165;0;16.85681288;4.2286051;28.471
1988;BRA;Brazil;975.7999878;0.34673025;1858.8;51.39;-0.102672718;8276.326867;22189999.82;65.553;0;17.18414659;4.2;27.658
1989;BRA;Brazil;1147.900024;0.341013998;1999.7;53.51;3.279458858;8389.978723;36729999.54;65.947;0;17.50728081;4.5498782;26.861
1990;BRA;Brazil;1082;0.340133582;1755.1;51.4;-3.102355949;7983.746776;27499999.79;66.343;0.000447641;17.8273184;4.6342599;26.078
1991;BRA;Brazil;1005.299988;0.342886133;1850.7;53.73;1.511937238;7963.111809;23069999.94;66.742;0.004418126;18.143751;4.6342599;25.31
1992;BRA;Brazil;1143.300049;0.335817504;2142.5;56.89;-0.466913212;7791.757425;22080000.31;67.141;0.020744281;18.45618523;4.6342599;24.556
1993;BRA;Brazil;1284.300049;0.333212032;2354.6;57.45;4.66516899;8020.606574;24770000.46;67.539;0.11603511;18.76602665;4.6342599;23.819
1994;BRA;Brazil;1468.5;0.330829213;2285;62.05;5.334551702;8311.560888;25639999.99;67.932;0.360032128;19.07514303;4.6342599;23.097
1995;BRA;Brazil;1581.900024;0.358344879;2513.1;66.37;4.416731355;8540.076878;28339999.79;68.318;0.793441443;19.3846832;4.3;22.39
1996;BRA;Brazil;1644.800049;0.351475319;2422.2;65.72;2.207535527;8591.014709;32280000.33;68.695;1.517576609;19.69513408;4.226346;21.698
1997;BRA;Brazil;1789.900024;0.345603324;2521.8;69.09;3.394845985;8744.846346;17529999.97;69.061;2.721144742;20.00553233;4.226346;20.952
1998;BRA;Brazil;1642.800049;0.339942364;2580.4;69.94;0.338097903;8641.275309;11979999.9;69.419;4.33972798;20.31376;4.737338092;20.219
1999;BRA;Brazil;1462.900024;0.335116323;2732;75.19;0.467937567;8554.072776;9479999.959;69.769;8.723777617;20.61686871;3.81;19.504
2000;BRA;Brazil;1727.901;0.330546862;2643.3;76.96;4.387949443;8803.152529;6330000.161;70.116;13.26627719;20.91258821;3.88;18.808
2001;BRA;Brazil;1467.445;0.333365211;3147.6;81.12;1.389896403;8804.329488;11540000.14;70.462;16.22257852;21.20041708;3.82;18.447
2002;BRA;Brazil;1539.738;0.342569063;2844.8;86.45;3.053461858;8954.837245;7309999.973;70.813;19.42823093;21.48055907;3.71;18.12
2003;BRA;Brazil;1478.37;0.355504472;3385.4;94.21;1.140828998;8943.828483;6860000.089;71.17;25.50654987;21.7523571;3.805;17.797
2004;BRA;Brazil;1499.485;0.371329312;3131.8;97.44;5.759964639;9346.039343;8230000.197;71.531;35.65363548;22.01524275;3.9;17.479
2005;BRA;Brazil;1530.675;0.371557924;2882.6;99.4;3.20213138;9535.41883;8280000.091;71.896;46.31799164;22.26896211;4.39;17.166
2006;BRA;Brazil;1412.26;0.369554005;3210.5;103.17;3.961988722;9805.724506;9450000.107;72.26;53.10093266;22.51306583;4.79;16.857
2007;BRA;Brazil;1477.828;0.3596899;3553.1;110.88;6.069870608;10293.53034;10139999.93;72.618;63.63005371;22.7479371;4.85;16.552
2008;BRA;Brazil;1807.062;0.365827566;3831.3;116.63;5.094195447;10710.87222;16100000.11;72.966;78.44665887;22.97525071;5.16;16.251
2009;BRA;Brazil;1782.3;0.363305321;3532.1;116.91;-0.125811999;10594.98659;6980000.108;73.3;87.36326511;23.19732716;5.4;15.956
2010;BRA;Brazil;1302.474648;0.359520173;4040.6;123.98;7.52822583;11286.24302;8959999.978;73.619;100.6214912;23.41593165;5.39;15.665
2011;BRA;Brazil;1294.49545;0.365912313;4037.5;129.15;3.974425406;11627.81065;9549999.952;73.921;118.653296;23.63139813;5.49;15.369
2012;BRA;Brazil;1363.447091;0.364333309;4584.5;127.29;1.921150318;11745.77593;6707097.352;74.209;124.6058852;23.84349819;5.54;15.077
2013;BRA;Brazil;1637.382;0.381832294;4826.4;136.83;3.004865355;11993.4862;8930987.358;74.483;134.8514284;24.05270826;5.541950611;14.791
